Voltage (V)		current ±.05 A	Diameter ±.4 (cm)
197.5 	1.08	11.2
197.5 	1.30	9.5
197.5 	1.68	7.4
197.5 	2.02	6.3
197.5 	2.31	5.5
197.5 	2.59	4.8
197.5 	3.01	4.0
256.9 	1.20	11.7
256.9 	1.60	8.7
256.9 	1.90	7.4
256.9 	2.31	6.0
256.9 	2.60	5.4
256.9 	3.01	4.6
299.8 	1.30	11.5
299.8 	1.63	9.4
299.8 	1.99	7.5
299.8 	2.31	6.3
299.8 	2.60	5.2
299.8 	3.01	4.7
345 	1.50	11.1
345 	2.00	8.3
345 	2.50	6.6
345 	2.99	5.5
