Intensity	Voltage (mv)	Voltage err (mv)	current (A)
30	7.266	0.005	0.94
35	10.974	0.005	1.04
40	11.777	0.005	1.11
45	13.614	0.005	1.17
50	16.569	0.005	1.25
60	21.516	0.005	1.37
70	17.625 	0.005	1.49
100 47.956	0.005	1.81
