4.00	250	0.05	5
3.50	234	0.05	5
3.01	214	0.05	5
2.49	196	0.05	5
2.00	172	0.05	5
1.50	153	0.05	5
1.00	129	0.05	5
0.50	103	0.05	5
0.25	60	0.05	5
0.00	39	0.05	5
-0.25	9.3	0.05	5
-0.30	5	0.05	5
-0.35	1.5	0.05	5
-0.40	-7	0.05	5
-1.00	-9	0.05	5
-1.49	-5	0.05	5
-2.00	-10	0.05	5
-2.50	-9	0.05	5
-3.04	-10	0.05	5
-3.53	-10	0.05	5
-4.02	-11	0.05	5
